gene	alteration	cancer_acronym	source
MGA	mutation	BRCA	in_silico_predicted
MGA	mutation	COREAD	in_silico_predicted
MGA	mutation	ESCA	in_silico_predicted
MGA	mutation	HNSC	in_silico_predicted
MGA	mutation	LUAD	in_silico_predicted
MGA	mutation	MB	in_silico_predicted
MGA	mutation	RCCC	in_silico_predicted
MGA	mutation	UCEC	in_silico_predicted
MGMT	mutation	HNSC	in_silico_predicted
MITF	mutation	CANCER-PR	predisposing
MKL1	mutation	BRCA	in_silico_predicted
MKL1	mutation	CM	in_silico_predicted
MKL1	mutation	LUAD	in_silico_predicted
MKL1	mutation	LUSC	in_silico_predicted
MKL1	mutation	OV	in_silico_predicted
MKL1	mutation	RCCC	in_silico_predicted
MKL1	mutation	STAD	in_silico_predicted
MKL1	mutation	UCEC	in_silico_predicted
MLH1	mutation	BLCA	in_silico_predicted
MLH1	mutation	BRCA	in_silico_predicted
MLH1	mutation	CANCER-PR	predisposing
MLH1	mutation	CM	in_silico_predicted
MLH1	mutation	CNS	cgc
MLH1	mutation	COC-PR	predisposing
MLH1	mutation	COREAD	cgc
MLH1	mutation	ED	cgc
MLH1	mutation	LUAD	"validated,in_silico_predicted"
MLH1	mutation	LUSC	in_silico_predicted
MLH1	mutation	OV	"cgc,in_silico_predicted"
MLH1	mutation	STAD	"validated,in_silico_predicted"
MLH1	mutation	UCEC	in_silico_predicted
MLH3	mutation	COREAD	validated
MLH3	mutation	UCEC	in_silico_predicted
MLL	mutation	ALL	cgc
MLL	mutation	AML	cgc
MLL	mutation	BRCA	in_silico_predicted
MLL	mutation	CLL	in_silico_predicted
MLL	mutation	GBM	in_silico_predicted
MLL	mutation	HNSC	in_silico_predicted
MLL	mutation	LGG	in_silico_predicted
MLL	mutation	LUAD	in_silico_predicted
MLL	mutation	LUSC	in_silico_predicted
MLL	mutation	MM	in_silico_predicted
MLL	mutation	PRAD	in_silico_predicted
MLL	mutation	SCLC	in_silico_predicted
MLL	mutation	THCA	in_silico_predicted
MLL2	mutation	BLCA	in_silico_predicted
MLL2	mutation	BRCA	in_silico_predicted
MLL2	mutation	CLL	in_silico_predicted
MLL2	mutation	COREAD	in_silico_predicted
MLL2	mutation	DLBCL	in_silico_predicted
MLL2	mutation	ESCA	in_silico_predicted
MLL2	mutation	HNSC	in_silico_predicted
MLL2	mutation	LGG	in_silico_predicted
MLL2	mutation	LUSC	in_silico_predicted
MLL2	mutation	MB	"cgc,in_silico_predicted"
MLL2	mutation	NB	in_silico_predicted
MLL2	mutation	OV	in_silico_predicted
MLL2	mutation	PRAD	in_silico_predicted
MLL2	mutation	R	cgc
MLL2	mutation	SCLC	in_silico_predicted
MLL3	mutation	BLCA	in_silico_predicted
MLL3	mutation	BRCA	in_silico_predicted
MLL3	mutation	CLL	in_silico_predicted
MLL3	mutation	CM	in_silico_predicted
MLL3	mutation	HC	in_silico_predicted
MLL3	mutation	LUAD	in_silico_predicted
MLL3	mutation	MB	"cgc,in_silico_predicted"
MLL3	mutation	MM	in_silico_predicted
MLL3	mutation	NSCLC	in_silico_predicted
MLL3	mutation	PAAD	in_silico_predicted
MLL3	mutation	PRAD	in_silico_predicted
MLL3	mutation	RCCC	in_silico_predicted
MLL3	mutation	SCLC	in_silico_predicted
MLL3	mutation	THCA	in_silico_predicted
MLLT4	mutation	BRCA	in_silico_predicted
MMP2	mutation	LUAD	in_silico_predicted
MNDA	mutation	SCLC	in_silico_predicted
MPL	mutation	CMP	validated
MPL	mutation	HEMATO	"cgc,validated"
MPL	mutation	MDPS	"biomarker,validated"
MPL	mutation	MY	validated
MRE11A	mutation	CANCER-PR	predisposing
MSH2	mutation	CANCER-PR	predisposing
MSH2	mutation	COC-PR	predisposing
MSH2	mutation	COREAD	cgc
MSH2	mutation	ED	cgc
MSH2	mutation	OV	cgc
MSH3	mutation	CANCER	biomarker
MSH6	mutation	CANCER-PR	predisposing
MSH6	mutation	COC-PR	predisposing
MSH6	mutation	COREAD	cgc
MSH6	mutation	ED	cgc
MSH6	mutation	OV	cgc
MSR1	mutation	BRCA	in_silico_predicted
MSR1	mutation	CM	in_silico_predicted
MSR1	mutation	COREAD	in_silico_predicted
MSR1	mutation	ESCA	in_silico_predicted
MSR1	mutation	HNSC	in_silico_predicted
MSR1	mutation	LUAD	in_silico_predicted
MSR1	mutation	SCLC	in_silico_predicted
MSR1	mutation	STAD	in_silico_predicted
MTOR	mutation	BLCA	"validated,in_silico_predicted"
MTOR	mutation	BRCA	in_silico_predicted
MTOR	mutation	CANCER	biomarker
MTOR	mutation	CLL	in_silico_predicted
MTOR	mutation	ESCA	in_silico_predicted
MTOR	mutation	HNSC	in_silico_predicted
MTOR	mutation	LGG	in_silico_predicted
MTOR	mutation	RCCC	"validated,in_silico_predicted"
MTOR	mutation	SCLC	in_silico_predicted
MTOR	mutation	THCA	validated
MUC20	mutation	BRCA	in_silico_predicted
MUC20	mutation	HNSC	in_silico_predicted
MUC20	mutation	LUSC	in_silico_predicted
MUC20	mutation	UCEC	in_silico_predicted
MUC4	mutation	PRAD	in_silico_predicted
MUTYH	mutation	CANCER-PR	predisposing
MUTYH	mutation	COC	predisposing
MUTYH	mutation	COC-PR	predisposing
MUTYH	mutation	COREAD	cgc
MUTYH	mutation	ST	validated
MYB	mutation	BRCA	in_silico_predicted
MYB	mutation	LUAD	in_silico_predicted
MYB	mutation	LUSC	in_silico_predicted
MYB	mutation	SCLC	in_silico_predicted
MYB	mutation	UCEC	in_silico_predicted
MYC	mutation	BLY	cgc
MYC	mutation	CANCER	validated
MYC	mutation	CLL	cgc
MYC	mutation	DLBCL	in_silico_predicted
MYCN	mutation	NB	in_silico_predicted
MYD88	mutation	CLL	in_silico_predicted
MYD88	mutation	DLBCL	cgc
MYD88	mutation	LY	"biomarker,validated"
MYD88	mutation	WM	validated
MYH10	mutation	BLCA	in_silico_predicted
MYH10	mutation	COREAD	in_silico_predicted
MYH10	mutation	HC	in_silico_predicted
MYH10	mutation	LUAD	in_silico_predicted
MYH10	mutation	MM	in_silico_predicted
MYH10	mutation	OV	in_silico_predicted
MYH10	mutation	PRAD	in_silico_predicted
MYH10	mutation	UCEC	in_silico_predicted
MYH11	mutation	BLCA	in_silico_predicted
MYH11	mutation	BRCA	in_silico_predicted
MYH11	mutation	STAD	in_silico_predicted
MYH14	mutation	BRCA	in_silico_predicted
MYH9	mutation	BRCA	in_silico_predicted
MYH9	mutation	HNSC	in_silico_predicted
MYH9	mutation	STAD	in_silico_predicted
MYOD1	mutation	CANCER	validated
MYOD1	mutation	RHBDS	cgc
NAP1L1	mutation	BLCA	in_silico_predicted
NAP1L1	mutation	PRAD	in_silico_predicted
NAP1L1	mutation	STAD	in_silico_predicted
NBN	mutation	CANCER-PR	predisposing
NBN	mutation	G	cgc
NBN	mutation	MB	cgc
NBN	mutation	NHLY	cgc
NBN	mutation	RHBDS	cgc
NCF2	mutation	BLCA	in_silico_predicted
NCF2	mutation	CM	in_silico_predicted
NCF2	mutation	GBM	in_silico_predicted
NCF2	mutation	HNSC	in_silico_predicted
NCF2	mutation	LUSC	in_silico_predicted
NCF2	mutation	UCEC	in_silico_predicted
NCK1	mutation	LUAD	in_silico_predicted
NCK1	mutation	LUSC	in_silico_predicted
NCK1	mutation	STAD	in_silico_predicted
NCK1	mutation	THCA	in_silico_predicted
NCKAP1	mutation	CM	in_silico_predicted
NCKAP1	mutation	ESCA	in_silico_predicted
NCKAP1	mutation	HNSC	in_silico_predicted
NCKAP1	mutation	LUAD	in_silico_predicted
NCKAP1	mutation	OV	in_silico_predicted
NCKAP1	mutation	SCLC	in_silico_predicted
NCKAP1	mutation	STAD	in_silico_predicted
NCKAP1	mutation	UCEC	in_silico_predicted
NCOR1	mutation	BRCA	"cgc,in_silico_predicted"
NCOR1	mutation	CLL	in_silico_predicted
NCOR1	mutation	CM	in_silico_predicted
NCOR1	mutation	GBM	in_silico_predicted
NCOR1	mutation	HNSC	in_silico_predicted
NCOR1	mutation	LGG	in_silico_predicted
NCOR1	mutation	PRAD	in_silico_predicted
NCOR1	mutation	RCCC	in_silico_predicted
NCOR1	mutation	UCEC	in_silico_predicted
NCOR2	mutation	BLCA	in_silico_predicted
NDRG1	mutation	BLCA	in_silico_predicted
NDRG1	mutation	BRCA	in_silico_predicted
NDRG1	mutation	CM	in_silico_predicted
NDRG1	mutation	LUSC	in_silico_predicted
NDRG1	mutation	OV	in_silico_predicted
NDRG1	mutation	UCEC	in_silico_predicted
NEDD4L	mutation	GBM	in_silico_predicted
NEDD4L	mutation	HNSC	in_silico_predicted
NEDD4L	mutation	LGG	in_silico_predicted
NEDD4L	mutation	LUAD	in_silico_predicted
NEDD4L	mutation	STAD	in_silico_predicted
NEDD4L	mutation	UCEC	in_silico_predicted
NF1	mutation	ALL	in_silico_predicted
NF1	mutation	AML	in_silico_predicted
NF1	mutation	BRCA	in_silico_predicted
NF1	mutation	CANCER-PR	predisposing
NF1	mutation	CM	"biomarker,in_silico_predicted"
NF1	mutation	COREAD	in_silico_predicted
NF1	mutation	G	"cgc,biomarker"
NF1	mutation	GBM	in_silico_predicted
NF1	mutation	HC	in_silico_predicted
NF1	mutation	HNSC	in_silico_predicted
NF1	mutation	LGG	in_silico_predicted
NF1	mutation	LK	biomarker
NF1	mutation	LUAD	in_silico_predicted
NF1	mutation	LUSC	in_silico_predicted
NF1	mutation	MB	in_silico_predicted
NF1	mutation	MM	in_silico_predicted
NF1	mutation	MPN	biomarker
NF1	mutation	NB	in_silico_predicted
NF1	mutation	NF	cgc
NF1	mutation	OV	in_silico_predicted
NF1	mutation	SCLC	in_silico_predicted
NF2	mutation	BRCA	in_silico_predicted
NF2	mutation	CM	in_silico_predicted
NF2	mutation	LGG	in_silico_predicted
NF2	mutation	LUAD	in_silico_predicted
NF2	mutation	MEN	"cgc,biomarker,validated,in_silico_predicted"
NF2	mutation	PAAD	in_silico_predicted
NF2	mutation	PEC	biomarker
NF2	mutation	R	cgc
NF2	mutation	SCHW	biomarker
NF2	mutation	UCEC	in_silico_predicted
NFATC4	mutation	CM	in_silico_predicted
NFATC4	mutation	GBM	in_silico_predicted
NFATC4	mutation	HC	in_silico_predicted
NFATC4	mutation	HNSC	in_silico_predicted
NFATC4	mutation	LUSC	in_silico_predicted
NFE2L2	mutation	BLCA	in_silico_predicted
NFE2L2	mutation	CM	in_silico_predicted
NFE2L2	mutation	ESCA	in_silico_predicted
NFE2L2	mutation	HC	in_silico_predicted
NFE2L2	mutation	HNSC	"cgc,in_silico_predicted"
NFE2L2	mutation	LUAD	in_silico_predicted
NFE2L2	mutation	LUSC	in_silico_predicted
NFE2L2	mutation	NSCLC	cgc
NFE2L2	mutation	RCCC	in_silico_predicted
NFE2L2	mutation	STAD	in_silico_predicted
NFE2L2	mutation	UCEC	in_silico_predicted
NFKBIE	mutation	CLL	cgc
NKX3-1	mutation	PRAD	in_silico_predicted
NOTCH1	mutation	BLCA	"cgc,in_silico_predicted"
NOTCH1	mutation	BRCA	"cgc,biomarker,in_silico_predicted"
NOTCH1	mutation	CANCER	biomarker
NOTCH1	mutation	CLL	in_silico_predicted
NOTCH1	mutation	CM	in_silico_predicted
NOTCH1	mutation	HNSC	"cgc,in_silico_predicted"
NOTCH1	mutation	LGG	in_silico_predicted
NOTCH1	mutation	LUSC	"cgc,in_silico_predicted"
NOTCH1	mutation	MCL	biomarker
NOTCH1	mutation	MM	in_silico_predicted
NOTCH1	mutation	NB	in_silico_predicted
NOTCH1	mutation	OV	in_silico_predicted
NOTCH1	mutation	PRAD	in_silico_predicted
NOTCH1	mutation	SCC	cgc
NOTCH1	mutation	SCLC	in_silico_predicted
NOTCH1	mutation	TCALL	cgc
NOTCH2	mutation	ALL	biomarker
NOTCH2	mutation	AML	biomarker
NOTCH2	mutation	BLCA	cgc
NOTCH2	mutation	BRCA	"biomarker,in_silico_predicted"
NOTCH2	mutation	DLBCL	cgc
NOTCH2	mutation	HNSC	in_silico_predicted
NOTCH2	mutation	LY	cgc
NOTCH2	mutation	PRAD	in_silico_predicted
NOTCH2	mutation	SOLID	biomarker
NPM1	mutation	AML	"cgc,biomarker,validated,in_silico_predicted"
NPM1	mutation	APML	cgc
NPM1	mutation	CM	in_silico_predicted
NPM1	mutation	LUAD	in_silico_predicted
NPM1	mutation	NHLY	cgc
NR2F2	mutation	CM	in_silico_predicted
NR2F2	mutation	COREAD	in_silico_predicted
NR2F2	mutation	GBM	in_silico_predicted
NR2F2	mutation	STAD	in_silico_predicted
NR2F2	mutation	UCEC	in_silico_predicted
NR4A2	mutation	BRCA	in_silico_predicted
NR4A2	mutation	CM	in_silico_predicted
NR4A2	mutation	COREAD	in_silico_predicted
NR4A2	mutation	HNSC	in_silico_predicted
NR4A2	mutation	LUSC	in_silico_predicted
NR4A2	mutation	OV	in_silico_predicted
NR4A2	mutation	SCLC	in_silico_predicted
NR4A2	mutation	STAD	in_silico_predicted
NRAS	mutation	ALL	in_silico_predicted
NRAS	mutation	AML	"cgc,biomarker,validated,in_silico_predicted"
NRAS	mutation	BLCA	in_silico_predicted
NRAS	mutation	BRCA	in_silico_predicted
NRAS	mutation	CANCER	biomarker
NRAS	mutation	CLL	in_silico_predicted
NRAS	mutation	CM	"cgc,validated,in_silico_predicted"
NRAS	mutation	CML	validated
NRAS	mutation	COREAD	"validated,in_silico_predicted"
NRAS	mutation	LUAD	"biomarker,in_silico_predicted"
NRAS	mutation	MM	"cgc,in_silico_predicted"
NRAS	mutation	MML	validated
NRAS	mutation	MYMA	biomarker
NRAS	mutation	NB	in_silico_predicted
NRAS	mutation	NSCLC	validated
NRAS	mutation	OV	in_silico_predicted
NRAS	mutation	REC	validated
NRAS	mutation	STAD	validated
NRAS	mutation	TH	cgc
NRAS	mutation	THCA	"validated,in_silico_predicted"
NRAS	mutation	THF	validated
NRAS	mutation	UCEC	in_silico_predicted
NSD1	mutation	BRCA	in_silico_predicted
NSD1	mutation	CLL	in_silico_predicted
NSD1	mutation	ESCA	in_silico_predicted
NSD1	mutation	HNSC	in_silico_predicted
NSD1	mutation	MM	in_silico_predicted
NSD1	mutation	OV	in_silico_predicted
NSD1	mutation	STAD	in_silico_predicted
NSD1	mutation	THCA	in_silico_predicted
NT5C2	mutation	CANCER	cgc
NTRK1	mutation	COREAD	validated
NTRK2	mutation	LUAD	in_silico_predicted
NUP107	mutation	BLCA	in_silico_predicted
NUP107	mutation	BRCA	in_silico_predicted
NUP107	mutation	CM	in_silico_predicted
NUP107	mutation	COREAD	in_silico_predicted
NUP107	mutation	ESCA	in_silico_predicted
NUP107	mutation	GBM	in_silico_predicted
NUP107	mutation	HNSC	in_silico_predicted
NUP107	mutation	LUAD	in_silico_predicted
NUP107	mutation	LUSC	in_silico_predicted
NUP107	mutation	SCLC	in_silico_predicted
NUP107	mutation	STAD	in_silico_predicted
NUP93	mutation	UCEC	in_silico_predicted
NUP98	mutation	BLCA	in_silico_predicted
NUP98	mutation	BRCA	in_silico_predicted
NUP98	mutation	CM	in_silico_predicted
NUP98	mutation	COREAD	in_silico_predicted
NUP98	mutation	ESCA	in_silico_predicted
NUP98	mutation	LUAD	in_silico_predicted
NUP98	mutation	LUSC	in_silico_predicted
NUP98	mutation	PRAD	in_silico_predicted
NUP98	mutation	RCCC	in_silico_predicted
NUP98	mutation	STAD	in_silico_predicted
OGG1	mutation	RCCC	validated
OPCML	mutation	OV	validated
PABPC1	mutation	RCCC	in_silico_predicted
PABPC3	mutation	HNSC	in_silico_predicted
PALB2	mutation	AML	cgc
PALB2	mutation	BRCA	cgc
PALB2	mutation	BRCA/OV-PR	predisposing
PALB2	mutation	CANCER-PR	predisposing
PALB2	mutation	MB	cgc
PALB2	mutation	PRAD	biomarker
PALB2	mutation	WT	cgc
PAX5	mutation	ALL	cgc
PAX5	mutation	BRCA	in_silico_predicted
PAX5	mutation	CM	in_silico_predicted
PAX5	mutation	ESCA	in_silico_predicted
PAX5	mutation	GBM	in_silico_predicted
PAX5	mutation	HNSC	in_silico_predicted
PAX5	mutation	LUAD	in_silico_predicted
PAX5	mutation	LUSC	in_silico_predicted
PAX5	mutation	NHLY	cgc
PBRM1	mutation	BRCA	"cgc,in_silico_predicted"
PBRM1	mutation	CLL	in_silico_predicted
PBRM1	mutation	GBM	in_silico_predicted
PBRM1	mutation	HC	in_silico_predicted
PBRM1	mutation	HNSC	in_silico_predicted
PBRM1	mutation	LUAD	in_silico_predicted
PBRM1	mutation	MM	in_silico_predicted
PBRM1	mutation	NB	in_silico_predicted
PBRM1	mutation	PAAD	in_silico_predicted
PBRM1	mutation	PRAD	in_silico_predicted
PBRM1	mutation	RCCC	"cgc,in_silico_predicted"
PCBP1	mutation	COREAD	in_silico_predicted
PCSK6	mutation	BLCA	in_silico_predicted
PCSK6	mutation	BRCA	in_silico_predicted
PCSK6	mutation	LUAD	in_silico_predicted
PCSK6	mutation	LUSC	in_silico_predicted
PCSK6	mutation	RCCC	in_silico_predicted
PDGFRA	mutation	CM	"biomarker,validated"
PDGFRA	mutation	GB	cgc
PDGFRA	mutation	GIST	"cgc,biomarker,validated"
PDGFRA	mutation	HES	"cgc,validated"
PDGFRA	mutation	PRAD	in_silico_predicted
PDGFRL	mutation	COREAD	validated
PER1	mutation	CM	in_silico_predicted
PGR	mutation	UCEC	in_silico_predicted
PHF6	mutation	AML	in_silico_predicted
PHF6	mutation	BLCA	in_silico_predicted
PHF6	mutation	BRCA	in_silico_predicted
PHF6	mutation	CM	in_silico_predicted
PHF6	mutation	LUAD	in_silico_predicted
PHF6	mutation	LUSC	in_silico_predicted
PHF6	mutation	RCCC	in_silico_predicted
PHF6	mutation	STAD	in_silico_predicted
PHF6	mutation	TCALL	cgc
PHF6	mutation	UCEC	in_silico_predicted
PHOX2B	mutation	NB	cgc
PIK3C2B	mutation	CM	in_silico_predicted
PIK3CA	mutation	BRCA	"cgc,validated,in_silico_predicted"
PIK3CA	mutation	CANCER	validated
PIK3CA	mutation	CLL	biomarker
PIK3CA	mutation	CM	"validated,in_silico_predicted"
PIK3CA	mutation	COREAD	"cgc,validated,in_silico_predicted"
PIK3CA	mutation	ESCA	in_silico_predicted
PIK3CA	mutation	G	biomarker
PIK3CA	mutation	GBM	"cgc,in_silico_predicted"
PIK3CA	mutation	HC	"validated,in_silico_predicted"
PIK3CA	mutation	HNC	validated
PIK3CA	mutation	HNSC	in_silico_predicted
PIK3CA	mutation	L	validated
PIK3CA	mutation	LGG	in_silico_predicted
PIK3CA	mutation	LUSC	in_silico_predicted
PIK3CA	mutation	MB	in_silico_predicted
PIK3CA	mutation	MEN	in_silico_predicted
PIK3CA	mutation	MM	in_silico_predicted
PIK3CA	mutation	NB	in_silico_predicted
PIK3CA	mutation	NSCLC	validated
PIK3CA	mutation	OCSC	validated
PIK3CA	mutation	OV	"validated,in_silico_predicted"
PIK3CA	mutation	OVE	validated
PIK3CA	mutation	PAAD	in_silico_predicted
PIK3CA	mutation	PRAD	in_silico_predicted
PIK3CA	mutation	SCLC	in_silico_predicted
PIK3CA	mutation	SOLID	biomarker
PIK3CA	mutation	ST	cgc
PIK3CA	mutation	STAD	in_silico_predicted
PIK3CA	mutation	THCA	"biomarker,in_silico_predicted"
PIK3CA	mutation	UCEC	in_silico_predicted
PIK3CB	mutation	BLCA	in_silico_predicted
PIK3CB	mutation	BRCA	"validated,in_silico_predicted"
PIK3CB	mutation	CM	in_silico_predicted
PIK3CB	mutation	GBM	in_silico_predicted
PIK3CB	mutation	HNC	biomarker
PIK3CB	mutation	LUSC	in_silico_predicted
PIK3CB	mutation	NB	in_silico_predicted
PIK3CB	mutation	PRAD	in_silico_predicted
PIK3CB	mutation	STAD	in_silico_predicted
PIK3CD	mutation	DLBCL	validated
PIK3R1	mutation	BRCA	in_silico_predicted
PIK3R1	mutation	CANCER	validated
PIK3R1	mutation	CM	in_silico_predicted
PIK3R1	mutation	COREAD	"cgc,in_silico_predicted"
PIK3R1	mutation	G	biomarker
PIK3R1	mutation	GBM	"cgc,in_silico_predicted"
PIK3R1	mutation	HNSC	in_silico_predicted
PIK3R1	mutation	LGG	in_silico_predicted
PIK3R1	mutation	LUAD	in_silico_predicted
PIK3R1	mutation	OV	cgc
PIK3R1	mutation	RCCC	in_silico_predicted
PIK3R1	mutation	STAD	in_silico_predicted
PIK3R1	mutation	UCEC	in_silico_predicted
PIK3R2	mutation	ED	"biomarker,validated"
PIK3R2	mutation	EDA	validated
PIK3R3	mutation	BRCA	in_silico_predicted
PIK3R3	mutation	CM	in_silico_predicted
PIK3R3	mutation	HNSC	in_silico_predicted
PIK3R3	mutation	LUAD	in_silico_predicted
PIK3R3	mutation	LUSC	in_silico_predicted
PIK3R3	mutation	PRAD	in_silico_predicted
PIK3R3	mutation	UCEC	in_silico_predicted
PIP5K1A	mutation	BLCA	in_silico_predicted
PIP5K1A	mutation	BRCA	in_silico_predicted
PIP5K1A	mutation	CM	in_silico_predicted
PIP5K1A	mutation	LUAD	in_silico_predicted
PIP5K1A	mutation	LUSC	in_silico_predicted
PIP5K1A	mutation	RCCC	in_silico_predicted
PIP5K1A	mutation	STAD	in_silico_predicted
PLCG1	mutation	AS	cgc
PLCG1	mutation	UCEC	in_silico_predicted
PLCG2	mutation	CLL	validated
PLXNA1	mutation	PRAD	in_silico_predicted
PLXNB2	mutation	UCEC	in_silico_predicted
PMS1	mutation	COREAD	cgc
PMS1	mutation	ED	cgc
PMS1	mutation	OV	cgc
PMS2	mutation	CANCER-PR	predisposing
PMS2	mutation	COC-PR	predisposing
PMS2	mutation	COREAD	cgc
PMS2	mutation	ED	cgc
PMS2	mutation	G	cgc
PMS2	mutation	MB	cgc
PMS2	mutation	OV	cgc
POLE	mutation	COREAD	cgc
POLE	mutation	COREAD-PR	cgc
POLE	mutation	ED	cgc
POLE	mutation	SK	cgc
POLE	mutation	ST	cgc
POLR2B	mutation	BRCA	in_silico_predicted
POLR2B	mutation	CM	in_silico_predicted
POLR2B	mutation	COREAD	in_silico_predicted
POLR2B	mutation	HNSC	in_silico_predicted
POLR2B	mutation	LUAD	in_silico_predicted
POLR2B	mutation	MM	in_silico_predicted
POLR2B	mutation	OV	in_silico_predicted
POLR2B	mutation	PRAD	in_silico_predicted
POLR2B	mutation	STAD	in_silico_predicted
POM121	mutation	CM	in_silico_predicted
POT1	mutation	CLL	"cgc,in_silico_predicted"
PPARG	mutation	COC	validated
PPM1D	mutation	THCA	in_silico_predicted
PPP2R1A	mutation	CM	in_silico_predicted
PPP2R1A	mutation	COREAD	in_silico_predicted
PPP2R1A	mutation	HNSC	in_silico_predicted
PPP2R1A	mutation	LUAD	in_silico_predicted
PPP2R1A	mutation	OVCC	cgc
PPP2R1A	mutation	RCCC	in_silico_predicted
PPP2R1A	mutation	STAD	in_silico_predicted
PPP2R1A	mutation	THCA	in_silico_predicted
PPP2R1A	mutation	UCEC	in_silico_predicted
PPP2R5A	mutation	CM	in_silico_predicted
PPP2R5A	mutation	LUAD	in_silico_predicted
PPP2R5A	mutation	UCEC	in_silico_predicted
PPP2R5C	mutation	CM	in_silico_predicted
PPP2R5C	mutation	HNSC	in_silico_predicted
PPP2R5C	mutation	LUSC	in_silico_predicted
PPP2R5C	mutation	UCEC	in_silico_predicted
PPP6C	mutation	CM	"cgc,in_silico_predicted"
PRDM1	mutation	DLBCL	cgc
PRF1	mutation	LK	cgc
PRF1	mutation	LY	cgc
PRKAA1	mutation	MM	in_silico_predicted
PRKAR1A	mutation	AC	validated
PRKAR1A	mutation	BRCA	in_silico_predicted
PRKAR1A	mutation	ES	cgc
PRKAR1A	mutation	MB	in_silico_predicted
PRKAR1A	mutation	MYX	cgc
PRKAR1A	mutation	TH	cgc
PRKCZ	mutation	BRCA	in_silico_predicted
PRPF8	mutation	AML	in_silico_predicted
PRPF8	mutation	GBM	in_silico_predicted
PRPF8	mutation	HNSC	in_silico_predicted
PRPF8	mutation	LUAD	in_silico_predicted
PRPF8	mutation	LUSC	in_silico_predicted
PRPF8	mutation	MM	in_silico_predicted
PRPF8	mutation	PRAD	in_silico_predicted
PRPF8	mutation	THCA	in_silico_predicted
PRPF8	mutation	UCEC	in_silico_predicted
PRRX1	mutation	CM	in_silico_predicted
PRRX1	mutation	HNSC	in_silico_predicted
PRRX1	mutation	LUAD	in_silico_predicted
PRRX1	mutation	STAD	in_silico_predicted
PRRX1	mutation	UCEC	in_silico_predicted
PSIP1	mutation	HNSC	in_silico_predicted
PSMA2	mutation	MM	in_silico_predicted
PSMA6	mutation	CM	in_silico_predicted
PSMA6	mutation	LUAD	in_silico_predicted
PSMA6	mutation	RCCC	in_silico_predicted
PSMB4	mutation	MM	in_silico_predicted
PSMB5	mutation	MM	in_silico_predicted
PSMD11	mutation	LUAD	in_silico_predicted
PSME3	mutation	RCCC	in_silico_predicted
PSMG1	mutation	MM	in_silico_predicted
PSMG2	mutation	MM	in_silico_predicted
PTCH1	mutation	BCC	"cgc,biomarker,validated"
PTCH1	mutation	MB	"cgc,biomarker,in_silico_predicted"
PTEN	mutation	ALL	in_silico_predicted
PTEN	mutation	B	validated
PTEN	mutation	BLCA	in_silico_predicted
PTEN	mutation	BRCA	"biomarker,validated,in_silico_predicted"
PTEN	mutation	CANCER	"biomarker,validated"
PTEN	mutation	CANCER-PR	predisposing
PTEN	mutation	CM	"validated,in_silico_predicted"
PTEN	mutation	COREAD	"validated,in_silico_predicted"
PTEN	mutation	ED	"cgc,biomarker"
PTEN	mutation	G	"cgc,biomarker"
PTEN	mutation	GBM	in_silico_predicted
PTEN	mutation	HC	in_silico_predicted
PTEN	mutation	HNSC	validated
PTEN	mutation	L	biomarker
PTEN	mutation	LGG	in_silico_predicted
PTEN	mutation	LUAD	in_silico_predicted
PTEN	mutation	LUSC	in_silico_predicted
PTEN	mutation	NSCLC	validated
PTEN	mutation	OCSC	validated
PTEN	mutation	OV	"biomarker,validated,in_silico_predicted"
PTEN	mutation	PAAD	in_silico_predicted
PTEN	mutation	PRAD	"cgc,validated,in_silico_predicted"
PTEN	mutation	RCCC	in_silico_predicted
PTEN	mutation	SCLC	in_silico_predicted
PTEN	mutation	SOLID-PR	predisposing
PTEN	mutation	STAD	in_silico_predicted
PTEN	mutation	THCA	"biomarker,in_silico_predicted"
PTEN	mutation	UCEC	in_silico_predicted
PTGS1	mutation	BRCA	in_silico_predicted
PTGS1	mutation	CM	in_silico_predicted
PTGS1	mutation	COREAD	in_silico_predicted
PTGS1	mutation	LUAD	in_silico_predicted
PTGS1	mutation	STAD	in_silico_predicted
PTPN11	mutation	AML	"cgc,in_silico_predicted"
PTPN11	mutation	CLL	in_silico_predicted
PTPN11	mutation	COREAD	in_silico_predicted
PTPN11	mutation	GBM	in_silico_predicted
PTPN11	mutation	LGG	in_silico_predicted
PTPN11	mutation	LUAD	in_silico_predicted
PTPN11	mutation	LUSC	in_silico_predicted
PTPN11	mutation	MDS	cgc
PTPN11	mutation	MM	in_silico_predicted
PTPN11	mutation	MML	"cgc,validated"
PTPN11	mutation	NB	in_silico_predicted
PTPN11	mutation	PIA	in_silico_predicted
PTPN11	mutation	STAD	in_silico_predicted
PTPN11	mutation	UCEC	in_silico_predicted
PTPN12	mutation	COC	validated
PTPRB	mutation	AS	cgc
PTPRC	mutation	TCALL	cgc
PTPRF	mutation	STAD	in_silico_predicted
PTPRJ	mutation	COC	validated
PTPRJ	mutation	PAAD	in_silico_predicted
PTPRU	mutation	BLCA	in_silico_predicted
PTPRU	mutation	BRCA	in_silico_predicted
PTPRU	mutation	COREAD	in_silico_predicted
PTPRU	mutation	ESCA	in_silico_predicted
PTPRU	mutation	SCLC	in_silico_predicted
PTPRU	mutation	STAD	in_silico_predicted
RAC1	mutation	CM	"cgc,in_silico_predicted"
RAC1	mutation	HNSC	in_silico_predicted
